chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'HemMar#1#scaffold_1'	36110000	36156000	600	1.7062919596015495e-10	1.1379027352527424e-11	4.768150059996492e-10
b'HemMar#1#scaffold_1'	36156000	36202000	220	5.862369056399379e-10	4.269867370323104e-10	8.924227156794322e-10
b'HemMar#1#scaffold_1'	36202000	36248000	229	4.3315911948970607e-10	2.7390895088207854e-10	7.393449295292003e-10
b'HemMar#1#scaffold_1'	36248000	36294000	297	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	36294000	36340000	393	5.81368567881976e-10	4.2211839927434846e-10	8.875543779214702e-10
b'HemMar#1#scaffold_1'	36340000	36386000	446	8.069897830696381e-10	6.477396144620105e-10	1.1131755931091323e-09
b'HemMar#1#scaffold_1'	36386000	36432000	463	5.131087693109174e-10	3.5385860070328987e-10	8.192945793504117e-10
b'HemMar#1#scaffold_1'	36432000	36478000	338	4.4086488734354476e-10	2.8161471873591723e-10	7.47050697383039e-10
b'HemMar#1#scaffold_1'	36478000	36524000	95	2.8015090556219776e-10	1.2090073695457023e-10	5.86336715601692e-10
b'HemMar#1#scaffold_1'	36524000	36570000	373	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	36570000	36616000	93	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	36616000	36662000	150	1.8481505806504226e-10	2.5564889457414734e-11	4.910008681045365e-10
b'HemMar#1#scaffold_1'	36662000	36708000	646	9.619814495320044e-10	8.027312809243769e-10	1.2681672595714987e-09
b'HemMar#1#scaffold_1'	36708000	36754000	668	3.2452418334511604e-09	2.7541841222906243e-09	3.7362995446116966e-09
b'HemMar#1#scaffold_1'	36754000	36800000	609	2.667567724546308e-09	2.176510013385772e-09	3.1586254357068444e-09
b'HemMar#1#scaffold_1'	36800000	36846000	370	2.021169089653642e-09	1.5301113784931058e-09	2.512226800814178e-09
b'HemMar#1#scaffold_1'	36846000	36892000	147	2.05250395386396e-10	4.600022677876848e-11	5.114362054258903e-10
b'HemMar#1#scaffold_1'	36892000	36938000	429	2.003275500481591e-09	1.512217789321055e-09	2.4943332116421273e-09
b'HemMar#1#scaffold_1'	36938000	36984000	482	6.578250049894199e-10	4.985748363817924e-10	9.640108150289142e-10
b'HemMar#1#scaffold_1'	36984000	37030000	658	2.3564186134596745e-10	7.639169273833992e-11	5.418276713854617e-10
b'HemMar#1#scaffold_1'	37030000	37076000	219	2.66200171802625e-10	1.0695000319499745e-10	5.723859818421192e-10
b'HemMar#1#scaffold_1'	37076000	37122000	562	7.805240244377121e-11	0	3.8423821248326547e-10
b'HemMar#1#scaffold_1'	37122000	37168000	647	2.136008978761952e-12	0	3.083218190182562e-10
b'HemMar#1#scaffold_1'	37168000	37214000	375	3.38257024739158e-10	1.7900685613153049e-10	6.444428347786523e-10
b'HemMar#1#scaffold_1'	37214000	37260000	681	6.397777000360797e-11	0	3.7016358004310223e-10
b'HemMar#1#scaffold_1'	37260000	37306000	406	4.655333937968878e-10	3.0628322518926026e-10	7.71719203836382e-10
b'HemMar#1#scaffold_1'	37306000	37352000	930	1.6602304241189955e-10	6.772873804272017e-12	4.722088524513938e-10
b'HemMar#1#scaffold_1'	37352000	37398000	401	1.8762457338019634e-10	2.8374404772568815e-11	4.938103834196906e-10
b'HemMar#1#scaffold_1'	37398000	37444000	360	2.822196055427997e-10	1.229694369351722e-10	5.88405415582294e-10
b'HemMar#1#scaffold_1'	37444000	37490000	353	1.6277547976848854e-10	3.525311160861013e-12	4.689612898079828e-10
b'HemMar#1#scaffold_1'	37490000	37536000	413	3.898199193148209e-10	2.305697507071934e-10	6.960057293543152e-10
b'HemMar#1#scaffold_1'	37536000	37582000	453	1.0750208509632168e-09	9.157706823555893e-10	1.381206661002711e-09
b'HemMar#1#scaffold_1'	37582000	37628000	481	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	37628000	37674000	611	3.804886523066173e-10	2.2123848369898978e-10	6.866744623461116e-10
b'HemMar#1#scaffold_1'	37674000	37720000	547	4.93442162104838e-10	3.341919934972105e-10	7.996279721443323e-10
b'HemMar#1#scaffold_1'	37720000	37766000	567	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	37766000	37812000	444	2.29045267228532e-09	1.7993949611247838e-09	2.781510383445856e-09
b'HemMar#1#scaffold_1'	37812000	37858000	269	2.532700453720741e-10	9.401987676444657e-11	5.594558554115684e-10
b'HemMar#1#scaffold_1'	37858000	37904000	144	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	37904000	37950000	319	2.5201651206814527e-09	2.0291074095209165e-09	3.011222831841989e-09
b'HemMar#1#scaffold_1'	37950000	37996000	196	8.858529339752723e-11	0	3.947711034370215e-10
b'HemMar#1#scaffold_1'	37996000	38042000	255	3.865461597233473e-10	2.2729599111571977e-10	6.927319697628416e-10
b'HemMar#1#scaffold_1'	38042000	38088000	116	5.809558585854515e-10	4.217056899778239e-10	8.871416686249457e-10
b'HemMar#1#scaffold_1'	38180000	38226000	59	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	38226000	38272000	53	2.5201348102317282e-11	0	3.3138715814181154e-10
b'HemMar#1#scaffold_1'	38318000	38364000	355	5.373660695713131e-10	3.7811590096368554e-10	8.435518796108073e-10
b'HemMar#1#scaffold_1'	38364000	38410000	233	3.4034225885911096e-10	1.8109209025148343e-10	6.465280688986052e-10
b'HemMar#1#scaffold_1'	38410000	38456000	186	1.0414589101008442e-09	8.822087414932167e-10	1.3476447201403385e-09
b'HemMar#1#scaffold_1'	38456000	38502000	635	6.264822891944669e-10	4.672321205868393e-10	9.326680992339611e-10
b'HemMar#1#scaffold_1'	38502000	38548000	712	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	38548000	38594000	523	1.0688600890995797e-10	0	4.1307181894945223e-10
b'HemMar#1#scaffold_1'	38594000	38640000	385	4.971516070046612e-10	3.379014383970336e-10	8.033374170441554e-10
b'HemMar#1#scaffold_1'	38640000	38686000	421	1.8492349625169402e-10	2.567332764406649e-11	4.911093062911883e-10
b'HemMar#1#scaffold_1'	38686000	38732000	319	3.3000906595206054e-10	1.70758897344433e-10	6.361948759915548e-10
b'HemMar#1#scaffold_1'	38778000	38824000	287	1.7231245723770727e-10	1.3062288630079739e-11	4.784982672772015e-10
b'HemMar#1#scaffold_1'	38824000	38870000	157	3.3978933147172785e-10	1.8053916286410032e-10	6.459751415112221e-10
b'HemMar#1#scaffold_1'	38870000	38916000	221	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	38916000	38962000	131	4.922263660398424e-10	3.329761974322149e-10	7.984121760793367e-10
b'HemMar#1#scaffold_1'	38962000	39008000	242	6.52099157206395e-12	0	3.127068016115582e-10
b'HemMar#1#scaffold_1'	39008000	39054000	389	1.8898209063962807e-10	2.973192203200054e-11	4.951679006791223e-10
b'HemMar#1#scaffold_1'	39054000	39100000	470	3.134875956170499e-10	1.5423742700942239e-10	6.196734056565442e-10
b'HemMar#1#scaffold_1'	39100000	39146000	447	5.96346565572128e-10	4.3709639696450043e-10	9.025323756116222e-10
b'HemMar#1#scaffold_1'	39146000	39192000	175	1.2049811490646172e-10	0	4.26683924945956e-10
b'HemMar#1#scaffold_1'	39192000	39238000	114	3.450587831557606e-10	1.8580861454813308e-10	6.512445931952549e-10
b'HemMar#1#scaffold_1'	39330000	39376000	157	5.073132313748111e-10	3.4806306276718356e-10	8.134990414143053e-10
b'HemMar#1#scaffold_1'	39376000	39422000	69	4.970972805467943e-10	3.378471119391667e-10	8.032830905862885e-10
b'HemMar#1#scaffold_1'	39422000	39468000	105	3.702744193112601e-10	2.1102425070363258e-10	6.764602293507544e-10
b'HemMar#1#scaffold_1'	39468000	39514000	53	1.571811429826654e-10	0	4.6336695302215967e-10
b'HemMar#1#scaffold_1'	39560000	39606000	152	3.286272843063087e-10	1.6937711569868116e-10	6.34813094345803e-10
b'HemMar#1#scaffold_1'	39606000	39652000	62	1.0276922294067204e-10	0	4.089550329801663e-10
b'HemMar#1#scaffold_1'	39652000	39698000	76	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	39698000	39744000	236	4.780478047237594e-10	3.1879763611613185e-10	7.842336147632536e-10
b'HemMar#1#scaffold_1'	39744000	39790000	149	3.106974059193187e-10	1.5144723731169117e-10	6.16883215958813e-10
b'HemMar#1#scaffold_1'	39790000	39836000	198	3.5997966290997297e-10	2.0072949430234544e-10	6.661654729494672e-10
b'HemMar#1#scaffold_1'	39836000	39882000	259	2.095693609206023e-09	1.6046358980454867e-09	2.586751320366559e-09
b'HemMar#1#scaffold_1'	39882000	39928000	50	5.711631690207672e-11	0	3.63302126941571e-10
b'HemMar#1#scaffold_1'	39928000	39974000	388	3.4968404759235644e-10	1.904338789847289e-10	6.558698576318507e-10
b'HemMar#1#scaffold_1'	39974000	40020000	658	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	40020000	40066000	289	7.542757258828055e-10	5.95025557275178e-10	1.0604615359222998e-09
b'HemMar#1#scaffold_1'	40066000	40112000	258	2.686379910760081e-10	1.0938782246838055e-10	5.748238011155023e-10
b'HemMar#1#scaffold_1'	40112000	40158000	273	8.847957924604621e-10	7.255456238528346e-10	1.1909816024999564e-09
b'HemMar#1#scaffold_1'	40158000	40204000	480	4.808929650666048e-10	3.216427964589773e-10	7.870787751060991e-10
b'HemMar#1#scaffold_1'	40204000	40250000	318	1.7723426253720672e-10	1.798409392957919e-11	4.83420072576701e-10
b'HemMar#1#scaffold_1'	40250000	40296000	536	4.700366921146356e-10	3.107865235070081e-10	7.762225021541299e-10
b'HemMar#1#scaffold_1'	40296000	40342000	414	6.622565837936197e-10	5.030064151859921e-10	9.68442393833114e-10
b'HemMar#1#scaffold_1'	40342000	40388000	322	3.7636738726836524e-11	0	3.438225487663308e-10
b'HemMar#1#scaffold_1'	40388000	40434000	671	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	40434000	40480000	418	1.034050542026239e-09	8.748003734186114e-10	1.3402363520657332e-09
b'HemMar#1#scaffold_1'	40480000	40526000	610	8.564092519439962e-10	6.971590833363686e-10	1.1625950619834904e-09
b'HemMar#1#scaffold_1'	40526000	40572000	200	1.036445200754044e-09	8.771950321464165e-10	1.3426310107935382e-09
b'HemMar#1#scaffold_1'	40572000	40618000	471	4.396557478801061e-10	2.8040557927247855e-10	7.458415579196003e-10
b'HemMar#1#scaffold_1'	40618000	40664000	585	4.098292341365368e-10	2.5057906552890926e-10	7.16015044176031e-10
b'HemMar#1#scaffold_1'	40664000	40710000	747	4.947721940417124e-10	3.3552202543408486e-10	8.009580040812067e-10
b'HemMar#1#scaffold_1'	40710000	40756000	934	4.448395226602296e-10	2.855893540526021e-10	7.510253326997239e-10
b'HemMar#1#scaffold_1'	40756000	40802000	585	3.402282377163146e-10	1.8097806910868706e-10	6.464140477558088e-10
b'HemMar#1#scaffold_1'	40802000	40848000	185	1.2708557369874983e-10	0	4.332713837382441e-10
b'HemMar#1#scaffold_1'	40848000	40894000	252	2.5617339729627187e-10	9.692322868864434e-11	5.623592073357661e-10
b'HemMar#1#scaffold_1'	40894000	40940000	512	4.05354709515841e-10	2.4610454090821347e-10	7.115405195553353e-10
b'HemMar#1#scaffold_1'	40940000	40986000	400	6.309061377516975e-10	4.716559691440699e-10	9.370919477911917e-10
b'HemMar#1#scaffold_1'	40986000	41032000	391	2.660345633950753e-09	2.169287922790217e-09	3.1514033451112893e-09
b'HemMar#1#scaffold_1'	41032000	41078000	190	7.556160648156393e-10	5.963658962080118e-10	1.0618018748551336e-09
b'HemMar#1#scaffold_1'	41078000	41124000	378	4.468828846090988e-10	2.8763271600147125e-10	7.53068694648593e-10
b'HemMar#1#scaffold_1'	41124000	41170000	356	3.8209160490732215e-10	2.2284143629969462e-10	6.882774149468164e-10
b'HemMar#1#scaffold_1'	41170000	41216000	570	5.113625924121988e-10	3.521124238045713e-10	8.175484024516931e-10
b'HemMar#1#scaffold_1'	41216000	41262000	347	8.310731527732263e-10	6.718229841655987e-10	1.1372589628127205e-09
b'HemMar#1#scaffold_1'	41262000	41308000	298	7.454950242420776e-10	5.862448556344501e-10	1.0516808342815719e-09
b'HemMar#1#scaffold_1'	41308000	41354000	231	8.357602591855761e-10	6.765100905779486e-10	1.1419460692250704e-09
b'HemMar#1#scaffold_1'	41354000	41400000	340	4.1832477555573274e-10	2.590746069481052e-10	7.24510585595227e-10
b'HemMar#1#scaffold_1'	41400000	41446000	420	9.926267252670655e-10	8.33376556659438e-10	1.2988125353065598e-09
b'HemMar#1#scaffold_1'	41446000	41492000	288	8.37643862697081e-10	6.783936940894534e-10	1.1438296727365752e-09
b'HemMar#1#scaffold_1'	41492000	41538000	215	3.3269833298102627e-10	1.7344816437339874e-10	6.388841430205205e-10
b'HemMar#1#scaffold_1'	41538000	41584000	421	8.07291477430521e-10	6.480413088228935e-10	1.1134772874700152e-09
b'HemMar#1#scaffold_1'	41584000	41630000	548	2.9284139433670176e-10	1.3359122572907423e-10	5.99027204376196e-10
b'HemMar#1#scaffold_1'	41630000	41676000	385	1.991530893315406e-09	1.50047318215487e-09	2.4825886044759423e-09
b'HemMar#1#scaffold_1'	41676000	41722000	582	2.090307989088369e-09	1.599250277927833e-09	2.5813657002489053e-09
b'HemMar#1#scaffold_1'	41722000	41768000	408	1.984237190570845e-09	1.493179479410309e-09	2.475294901731381e-09
b'HemMar#1#scaffold_1'	41768000	41814000	220	2.372083100026511e-10	7.795814139502355e-11	5.433941200421453e-10
b'HemMar#1#scaffold_1'	41814000	41860000	235	4.0507620589586593e-10	2.458260372882384e-10	7.112620159353602e-10
b'HemMar#1#scaffold_1'	41860000	41906000	206	3.6385767013954225e-10	2.0460750153191472e-10	6.700434801790365e-10
b'HemMar#1#scaffold_1'	41906000	41952000	67	2.3085898576283185e-10	7.160881715520432e-11	5.370447958023261e-10
b'HemMar#1#scaffold_1'	41952000	41998000	78	2.413738394736597e-10	8.212367086603218e-11	5.47559649513154e-10
b'HemMar#1#scaffold_1'	41998000	42044000	168	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	42044000	42090000	239	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	42274000	42320000	63	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	42320000	42366000	174	4.6400216070973064e-10	3.047519921021031e-10	7.701879707492249e-10
b'HemMar#1#scaffold_1'	42366000	42412000	55	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	42412000	42458000	115	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	42458000	42504000	86	8.513223502218356e-11	0	3.913180450616778e-10
b'HemMar#1#scaffold_1'	42504000	42550000	77	5.720072388022248e-10	4.1275707019459724e-10	8.78193048841719e-10
b'HemMar#1#scaffold_1'	42550000	42596000	75	1.0614583776265322e-10	0	4.123316478021475e-10
b'HemMar#1#scaffold_1'	42596000	42642000	75	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	42734000	42780000	57	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	42780000	42826000	76	5.968286323622932e-10	4.3757846375466567e-10	9.030144424017875e-10
b'HemMar#1#scaffold_1'	42918000	42964000	63	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	43010000	43056000	110	3.747489439319555e-10	2.1549877532432796e-10	6.809347539714497e-10
b'HemMar#1#scaffold_1'	43056000	43102000	50	6.912548874660676e-10	5.3200471885844e-10	9.974406975055618e-10
b'HemMar#1#scaffold_1'	43102000	43148000	62	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	43148000	43194000	126	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	43194000	43240000	185	5.844958822391986e-10	4.252457136315711e-10	8.906816922786929e-10
b'HemMar#1#scaffold_1'	43240000	43286000	101	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	43286000	43332000	143	1.7542820646624117e-11	0	3.237286306861184e-10
b'HemMar#1#scaffold_1'	43332000	43378000	169	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	43378000	43424000	132	3.8044570649012127e-10	2.2119553788249374e-10	6.866315165296155e-10
b'HemMar#1#scaffold_1'	43424000	43470000	329	7.46170347206474e-10	5.869201785988465e-10	1.0523561572459683e-09
b'HemMar#1#scaffold_1'	43470000	43516000	258	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	43516000	43562000	278	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	43562000	43608000	236	2.556947661714263e-10	9.644459756379877e-11	5.618805762109206e-10
b'HemMar#1#scaffold_1'	43608000	43654000	431	1.0402244326056727e-09	8.809742639980452e-10	1.346410242645167e-09
b'HemMar#1#scaffold_1'	43654000	43700000	755	3.556756331807658e-10	1.9642546457313828e-10	6.618614432202601e-10
b'HemMar#1#scaffold_1'	43700000	43746000	382	2.090465814963991e-09	1.5994081038034548e-09	2.581523526124527e-09
b'HemMar#1#scaffold_1'	43746000	43792000	647	5.267088504788021e-10	3.6745868187117457e-10	8.328946605182964e-10
b'HemMar#1#scaffold_1'	43792000	43838000	732	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	43838000	43884000	835	2.1020833025133482e-09	1.611025591352812e-09	2.5931410136738844e-09
b'HemMar#1#scaffold_1'	43884000	43930000	473	8.413406385810381e-10	6.820904699734106e-10	1.1475264486205324e-09
b'HemMar#1#scaffold_1'	43930000	43976000	262	4.0130448956212346e-10	2.4205432095449593e-10	7.074902996016177e-10
b'HemMar#1#scaffold_1'	43976000	44022000	162	3.287818892456933e-10	1.6953172063806577e-10	6.349676992851876e-10
b'HemMar#1#scaffold_1'	44022000	44068000	505	4.208414004023853e-10	2.615912317947578e-10	7.270272104418796e-10
b'HemMar#1#scaffold_1'	44068000	44114000	502	2.582251028673078e-09	2.0911933175125417e-09	3.073308739833614e-09
b'HemMar#1#scaffold_1'	44114000	44160000	611	2.273627668419101e-10	6.811259823428257e-11	5.335485768814044e-10
b'HemMar#1#scaffold_1'	44160000	44206000	1404	4.336169218935512e-10	2.7436675328592365e-10	7.398027319330454e-10
b'HemMar#1#scaffold_1'	44206000	44252000	632	5.565046579635768e-10	3.972544893559493e-10	8.626904680030711e-10
b'HemMar#1#scaffold_1'	44252000	44298000	851	2.2563160090336927e-09	1.7652582978731566e-09	2.747373720194229e-09
b'HemMar#1#scaffold_1'	44298000	44344000	1014	3.8478495178885533e-10	2.255347831812278e-10	6.909707618283496e-10
b'HemMar#1#scaffold_1'	44344000	44390000	1103	6.639808583259255e-10	5.04730689718298e-10	9.701666683654198e-10
b'HemMar#1#scaffold_1'	44390000	44436000	1372	6.522920807211855e-10	4.930419121135579e-10	9.584778907606797e-10
b'HemMar#1#scaffold_1'	44436000	44482000	664	3.191427007332148e-10	1.5989253212558726e-10	6.25328510772709e-10
b'HemMar#1#scaffold_1'	44482000	44528000	431	2.5046271095441958e-09	2.0135693983836596e-09	2.995684820704732e-09
b'HemMar#1#scaffold_1'	44528000	44574000	374	2.3095926564166196e-09	1.8185349452560835e-09	2.8006503675771558e-09
b'HemMar#1#scaffold_1'	44574000	44620000	893	1.0950346750956642e-09	9.357845064880367e-10	1.4012204851351585e-09
b'HemMar#1#scaffold_1'	44620000	44666000	781	7.423939068329171e-10	5.831437382252896e-10	1.0485797168724114e-09
b'HemMar#1#scaffold_1'	44666000	44712000	300	4.422790930807508e-10	2.8302892447312325e-10	7.48464903120245e-10
b'HemMar#1#scaffold_1'	44712000	44758000	900	6.938700729615786e-10	5.346199043539511e-10	1.0000558830010729e-09
b'HemMar#1#scaffold_1'	44758000	44804000	635	2.477102799685301e-10	8.846011136090256e-11	5.538960900080243e-10
b'HemMar#1#scaffold_1'	44804000	44850000	764	4.1613754512160247e-10	2.5688737651397494e-10	7.223233551610967e-10
b'HemMar#1#scaffold_1'	44850000	44896000	832	2.2494018399424125e-09	1.7583441287818764e-09	2.7404595511029487e-09
b'HemMar#1#scaffold_1'	44896000	44942000	1086	5.318380840719759e-10	3.7258791546434835e-10	8.380238941114701e-10
b'HemMar#1#scaffold_1'	44942000	44988000	1747	4.729840635007413e-10	3.137338948931138e-10	7.791698735402356e-10
b'HemMar#1#scaffold_1'	44988000	45034000	1205	7.479837343080083e-10	5.887335657003808e-10	1.0541695443475026e-09
b'HemMar#1#scaffold_1'	45034000	45080000	1208	9.053039229407762e-10	7.460537543331487e-10	1.2114897329802705e-09
b'HemMar#1#scaffold_1'	45080000	45126000	1540	6.566177980877233e-10	4.973676294800958e-10	9.628036081272176e-10
b'HemMar#1#scaffold_1'	45126000	45172000	593	2.013207150004406e-09	1.5221494388438697e-09	2.504264861164942e-09
b'HemMar#1#scaffold_1'	45172000	45218000	390	5.6528235339715e-10	4.0603218478952245e-10	8.714681634366442e-10
b'HemMar#1#scaffold_1'	45218000	45264000	497	3.239268646908451e-10	1.6467669608321757e-10	6.301126747303394e-10
b'HemMar#1#scaffold_1'	45264000	45310000	771	7.349638511209816e-10	5.757136825133541e-10	1.0411496611604759e-09
b'HemMar#1#scaffold_1'	45310000	45356000	539	2.357281945708904e-09	1.866224234548368e-09	2.84833965686944e-09
b'HemMar#1#scaffold_1'	45356000	45402000	581	1.0058106614731064e-09	8.465604928654789e-10	1.3119964715126007e-09
b'HemMar#1#scaffold_1'	45402000	45448000	577	8.410140356465877e-10	6.817638670389602e-10	1.147199845686082e-09
b'HemMar#1#scaffold_1'	45448000	45494000	1106	8.117106019479372e-10	6.524604333403097e-10	1.1178964119874315e-09
b'HemMar#1#scaffold_1'	45494000	45540000	1153	7.519710386405596e-10	5.927208700329321e-10	1.0581568486800539e-09
b'HemMar#1#scaffold_1'	45540000	45586000	749	8.755538527505694e-10	7.163036841429419e-10	1.1817396627900637e-09
b'HemMar#1#scaffold_1'	45586000	45632000	458	2.4320324676205943e-09	1.940974756460058e-09	2.9230901787811304e-09
b'HemMar#1#scaffold_1'	45632000	45678000	420	2.262103816722829e-09	1.7710461055622929e-09	2.753161527883365e-09
b'HemMar#1#scaffold_1'	45678000	45724000	774	6.089679115820737e-10	4.497177429744462e-10	9.15153721621568e-10
b'HemMar#1#scaffold_1'	45724000	45770000	337	2.4084001363547526e-09	1.9173424251942165e-09	2.8994578475152888e-09
b'HemMar#1#scaffold_1'	45770000	45816000	233	2.909981598927027e-10	1.3174799128507515e-10	5.971839699321969e-10
b'HemMar#1#scaffold_1'	45816000	45862000	197	9.40950883194019e-10	7.817007145863914e-10	1.2471366932335132e-09
b'HemMar#1#scaffold_1'	45862000	45908000	437	2.2356292099836335e-10	6.431275239073582e-11	5.297487310378576e-10
b'HemMar#1#scaffold_1'	45908000	45954000	317	2.0675941614728317e-09	1.5765364503122955e-09	2.558651872633368e-09
b'HemMar#1#scaffold_1'	45954000	46000000	307	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	46000000	46046000	363	2.1126514090366307e-09	1.6215936978760946e-09	2.603709120197167e-09
b'HemMar#1#scaffold_1'	46046000	46092000	129	1.1098662275515656e-09	9.50616058943938e-10	1.4160520375910599e-09
b'HemMar#1#scaffold_1'	46092000	46138000	440	2.812301675374115e-09	2.321243964213579e-09	3.3033593865346513e-09
b'HemMar#1#scaffold_1'	46138000	46184000	582	8.693778148803107e-10	7.101276462726832e-10	1.175563624919805e-09
b'HemMar#1#scaffold_1'	46184000	46230000	345	6.681667870597693e-10	5.089166184521418e-10	9.743525970992636e-10
b'HemMar#1#scaffold_1'	46230000	46276000	504	4.291935027944855e-10	2.6994333418685795e-10	7.353793128339797e-10
b'HemMar#1#scaffold_1'	46276000	46322000	763	5.876983517752895e-10	4.2844818316766196e-10	8.938841618147837e-10
b'HemMar#1#scaffold_1'	46322000	46368000	423	2.1624388022206944e-10	5.699371161444191e-11	5.224296902615637e-10
b'HemMar#1#scaffold_1'	46368000	46414000	561	4.3327636156873965e-10	2.740261929611121e-10	7.394621716082339e-10
b'HemMar#1#scaffold_1'	46414000	46460000	344	5.798472123326125e-10	4.20597043724985e-10	8.860330223721068e-10
b'HemMar#1#scaffold_1'	46460000	46506000	474	7.90484632144896e-10	6.312344635372684e-10	1.0966704421843902e-09
b'HemMar#1#scaffold_1'	46506000	46552000	864	6.286188435651319e-10	4.693686749575044e-10	9.348046536046262e-10
b'HemMar#1#scaffold_1'	46552000	46598000	600	2.790635174885246e-10	1.1981334888089707e-10	5.852493275280189e-10
b'HemMar#1#scaffold_1'	46598000	46644000	283	5.174435052989191e-10	3.581933366912916e-10	8.236293153384134e-10
b'HemMar#1#scaffold_1'	46644000	46690000	298	4.572624589979649e-10	2.980122903903374e-10	7.634482690374592e-10
b'HemMar#1#scaffold_1'	46690000	46736000	521	4.1575747464561457e-10	2.5650730603798704e-10	7.219432846851088e-10
b'HemMar#1#scaffold_1'	46736000	46782000	532	1.9761119354812613e-10	3.83610249404986e-11	5.037970035876204e-10
b'HemMar#1#scaffold_1'	46782000	46828000	531	3.654143591887797e-12	0	3.0983995363138206e-10
b'HemMar#1#scaffold_1'	46828000	46874000	1199	4.860709421615017e-10	3.268207735538742e-10	7.92256752200996e-10
b'HemMar#1#scaffold_1'	46874000	46920000	852	9.088035775270177e-10	7.495534089193901e-10	1.214989387566512e-09
b'HemMar#1#scaffold_1'	46920000	46966000	407	5.083482255523594e-10	3.490980569447319e-10	8.145340355918537e-10
b'HemMar#1#scaffold_1'	46966000	47012000	737	9.141327238959795e-10	7.548825552883519e-10	1.2203185339354737e-09
b'HemMar#1#scaffold_1'	47012000	47058000	726	0	0	3.0618581003949426e-10
b'HemMar#1#scaffold_1'	47058000	47104000	397	1.03607758456484e-09	8.768274159572125e-10	1.3422633946043343e-09
b'HemMar#1#scaffold_1'	47104000	47150000	559	3.685907285755429e-10	2.0934055996791536e-10	6.747765386150371e-10
b'HemMar#1#scaffold_1'	47150000	47196000	134	4.2718836262229756e-10	2.6793819401467003e-10	7.333741726617918e-10
b'HemMar#1#scaffold_1'	47196000	47242000	259	8.898045630383651e-10	7.305543944307376e-10	1.1959903730778594e-09
b'HemMar#1#scaffold_1'	47242000	47288000	500	6.49408054414411e-10	4.901578858067835e-10	9.555938644539052e-10
b'HemMar#1#scaffold_1'	47288000	47334000	193	1.1189368134536403e-09	9.596866448460127e-10	1.4251226234931345e-09
b'HemMar#1#scaffold_1'	47334000	47380000	67	7.576920655850451e-10	5.984418969774176e-10	1.0638778756245393e-09
b'HemMar#1#scaffold_1'	47380000	47426000	329	7.137864100905806e-10	5.545362414829531e-10	1.0199722201300749e-09
b'HemMar#1#scaffold_1'	47426000	47472000	78	4.3550245796679853e-10	2.76252289359171e-10	7.416882680062928e-10
b'HemMar#1#scaffold_1'	47472000	47518000	289	1.4020122605656231e-10	0	4.4638703609605657e-10
b'HemMar#1#scaffold_1'	47518000	47564000	303	3.0235088648336315e-10	1.4310071787573562e-10	6.085366965228574e-10
b'HemMar#1#scaffold_1'	47564000	47610000	421	9.144956462871353e-11	0	3.976353746682078e-10
b'HemMar#1#scaffold_1'	47610000	47656000	103	4.9227814599048735e-11	0	3.55413624638543e-10
b'HemMar#1#scaffold_1'	47656000	47702000	227	1.6007740884714098e-10	8.272402395134503e-13	4.662632188866352e-10
b'HemMar#1#scaffold_1'	47702000	47748000	75	7.022988336361233e-10	5.430486650284958e-10	1.0084846436756176e-09
b'HemMar#1#scaffold_1'	47748000	47794000	263	4.1980468839217735e-10	2.605545197845498e-10	7.259904984316716e-10
b'HemMar#1#scaffold_1'	47794000	47840000	177	7.857975257325461e-10	6.265473571249186e-10	1.0919833357720404e-09
b'HemMar#1#scaffold_1'	47840000	47886000	357	9.79524815570532e-10	8.202746469629046e-10	1.2857106256100264e-09
